awardYear,category,id,givenName,familyName,fullName,gender,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1920,Peace,484,Léon,Bourgeois,Léon Victor Auguste Bourgeois,male,1851-05-21,Paris,Paris,Europe,France,France,"Paris, France",9/29/25,Épernay,Épernay,Europe,France,France,"Épernay, France",,,,,
1920,Chemistry,178,Walther,Nernst,Walther Hermann Nernst,male,1864-06-25,Briesen,Briesen,Europe,Prussia,Germany,"Briesen, Prussia (now Germany)",11/18/41,Muskau,Muskau,Europe,Germany,Germany,"Muskau, Germany",,"Berlin University, Berlin, Germany",,,
1921,Physics,26,Albert,Einstein,Albert Einstein,male,1879-03-14,Ulm,Ulm,Europe,Germany,Germany,"Ulm, Germany",4/18/55,"Princeton, NJ","Princeton, NJ",North America,USA,USA,"Princeton, NJ, USA",,"Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik, Berlin, Germany",,,
1921,Literature,590,Anatole,France,Anatole France,male,1844-04-16,Paris,Paris,Europe,France,France,"Paris, France",10/12/24,Saint-Cyr-sur-Loire,Saint-Cyr-sur-Loire,Europe,France,France,"Saint-Cyr-sur-Loire, France",,,,,
1921,Peace,486,Christian,Lange,Christian Lous Lange,male,1869-09-17,Stavanger,Stavanger,Europe,Norway,Norway,"Stavanger, Norway",12/11/38,Oslo,Oslo,Europe,Norway,Norway,"Oslo, Norway",,,,,
1921,Chemistry,179,Frederick,Soddy,Frederick Soddy,male,1877-09-02,Eastbourne,Eastbourne,Europe,United Kingdom,United Kingdom,"Eastbourne, United Kingdom",9/22/56,Brighton,Brighton,Europe,United Kingdom,United Kingdom,"Brighton, United Kingdom",,"University of Oxford, Oxford, United Kingdom",,,
1921,Peace,485,Hjalmar,Branting,Karl Hjalmar Branting,male,1860-11-23,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",2/24/25,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,
1922,Physiology or Medicine,311,Archibald V.,Hill,Archibald Vivian Hill,male,1886-09-26,Bristol,Bristol,Europe,United Kingdom,United Kingdom,"Bristol, United Kingdom",6/3/77,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"London University, London, United Kingdom",,,
1922,Chemistry,180,Francis W.,Aston,Francis William Aston,male,1877-09-01,Harborne,Harborne,Europe,United Kingdom,United Kingdom,"Harborne, United Kingdom",11/20/45,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1922,Peace,487,Fridtjof,Nansen,Fridtjof Nansen,male,1861-10-10,Kristiania,Oslo,Europe,Norway,Norway,"Kristiania (now Oslo), Norway",5/13/30,Oslo,Oslo,Europe,Norway,Norway,"Oslo, Norway",,,,,
1922,Literature,592,Jacinto,Benavente,Jacinto Benavente,male,1866-08-12,Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain",7/14/54,Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain",,,,,
1922,Physics,27,Niels,Bohr,Niels Henrik David Bohr,male,1885-10-07,Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",11/18/62,Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",,"Copenhagen University, Copenhagen, Denmark",,,
1922,Physiology or Medicine,312,Otto,Meyerhof,Otto Fritz Meyerhof,male,1884-04-12,Hanover,Hanover,Europe,Germany,Germany,"Hanover, Germany",10/6/51,"Philadelphia, PA","Philadelphia, PA",North America,USA,USA,"Philadelphia, PA, USA",,"Kiel University, Kiel, Germany",,,
1923,Physiology or Medicine,313,Frederick G.,Banting,Frederick Grant Banting,male,1891-11-14,Alliston,Alliston,North America,Canada,Canada,"Alliston, Canada",2/21/41,Newfoundland,Newfoundland,North America,Canada,Canada,"Newfoundland, Canada",,"University of Toronto, Toronto, Canada",,,
1923,Chemistry,181,Fritz,Pregl,Fritz Pregl,male,1869-09-03,Laibach,Ljubljana,Europe,Austria-Hungary,Slovenia,"Laibach, Austria-Hungary (now Ljubljana, Slovenia)",12/13/30,Graz,Graz,Europe,Austria,Austria,"Graz, Austria",,"Graz University, Graz, Austria",,,
1923,Physiology or Medicine,314,John,Macleod,John James Rickard Macleod,male,1876-09-06,Cluny,Cluny,Europe,Scotland,Scotland,"Cluny, Scotland",3/16/35,Aberdeen,Aberdeen,Europe,Scotland,Scotland,"Aberdeen, Scotland",,"University of Toronto, Toronto, Canada",,,
1923,Physics,28,Robert A.,Millikan,Robert Andrews Millikan,male,1868-03-22,"Morrison, IL","Morrison, IL",North America,USA,USA,"Morrison, IL, USA",12/19/53,"San Marino, CA","San Marino, CA",North America,USA,USA,"San Marino, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1923,Literature,593,William Butler,Yeats,William Butler Yeats,male,1865-06-13,Dublin,Dublin,Europe,Ireland,Ireland,"Dublin, Ireland",1/28/39,Roquebrune-Cap-Martin,Roquebrune-Cap-Martin,Europe,France,France,"Roquebrune-Cap-Martin, France",,,,,
1924,Physics,29,Manne,Siegbahn,Karl Manne Georg Siegbahn,male,1886-12-03,Örebro,Örebro,Europe,Sweden,Sweden,"Örebro, Sweden",9/26/78,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,"Uppsala University, Uppsala, Sweden",,,
1924,Physiology or Medicine,315,Willem,Einthoven,Willem Einthoven,male,1860-05-21,Semarang,Semarang,Asia,"Java, Dutch East Indies",Indonesia,"Semarang, Java, Dutch East Indies (now Indonesia)",9/29/27,Leiden,Leiden,Europe,the Netherlands,the Netherlands,"Leiden, the Netherlands",,"Leiden University, Leiden, the Netherlands",,,
1924,Literature,594,Wladyslaw,Reymont,Wladyslaw Stanislaw Reymont,male,1867-05-07,Kobiele Wielkie,Kobiele Wielkie,Europe,Russian Empire,Poland,"Kobiele Wielkie, Russian Empire (now Poland)",12/5/25,Warsaw,Warsaw,Europe,Poland,Poland,"Warsaw, Poland",,,,,
1925,Peace,489,Charles G.,Dawes,Charles Gates Dawes,male,1865-08-27,"Marietta, OH","Marietta, OH",North America,USA,USA,"Marietta, OH, USA",4/23/51,"Evanston, IL","Evanston, IL",North America,USA,USA,"Evanston, IL, USA",,,,,
1925,Literature,596,George Bernard,Shaw,George Bernard Shaw,male,1856-07-26,Dublin,Dublin,Europe,Ireland,Ireland,"Dublin, Ireland",11/2/50,Ayot St. Lawrence,Ayot St. Lawrence,Europe,United Kingdom,United Kingdom,"Ayot St. Lawrence, United Kingdom",,,,,
1925,Physics,31,Gustav,Hertz,Gustav Ludwig Hertz,male,1887-07-22,Hamburg,Hamburg,Europe,Germany,Germany,"Hamburg, Germany",10/30/75,Berlin,Berlin,Europe,East Germany,Germany,"Berlin, East Germany (now Germany)",,"Halle University, Halle, Germany",,,
1925,Physics,30,James,Franck,James Franck,male,1882-08-26,Hamburg,Hamburg,Europe,Germany,Germany,"Hamburg, Germany",5/21/64,Göttingen,Göttingen,Europe,West Germany,Germany,"Göttingen, West Germany (now Germany)",,"Goettingen University, Göttingen, Germany",,,
1925,Chemistry,182,Richard,Zsigmondy,Richard Adolf Zsigmondy,male,1865-04-01,Vienna,Vienna,Europe,Austrian Empire,Austria,"Vienna, Austrian Empire (now Austria)",9/24/29,Göttingen,Göttingen,Europe,Germany,Germany,"Göttingen, Germany",,"Goettingen University, Göttingen, Germany",,,
1925,Peace,488,Sir Austen,Chamberlain,Sir Austen Chamberlain,male,1863-10-16,Birmingham,Birmingham,Europe,United Kingdom,United Kingdom,"Birmingham, United Kingdom",3/16/37,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
1926,Peace,490,Aristide,Briand,Aristide Briand,male,1862-03-28,Nantes,Nantes,Europe,France,France,"Nantes, France",3/7/32,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1926,Literature,597,Grazia,Deledda,Grazia Deledda,female,1871-09-27,"Nuoro, Sardinia","Nuoro, Sardinia",Europe,Italy,Italy,"Nuoro, Sardinia, Italy",8/15/36,Rome,Rome,Europe,Italy,Italy,"Rome, Italy",,,,,
1926,Peace,491,Gustav,Stresemann,Gustav Stresemann,male,1878-05-10,Berlin,Berlin,Europe,Germany,Germany,"Berlin, Germany",10/3/29,Berlin,Berlin,Europe,Germany,Germany,"Berlin, Germany",,,,,
1926,Physics,32,Jean Baptiste,Perrin,Jean Baptiste Perrin,male,1870-09-30,Lille,Lille,Europe,France,France,"Lille, France",4/17/42,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Sorbonne University, Paris, France",,,
1926,Physiology or Medicine,316,Johannes,Fibiger,Johannes Andreas Grib Fibiger,male,1867-04-23,Silkeborg,Silkeborg,Europe,Denmark,Denmark,"Silkeborg, Denmark",1/30/28,Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",,"Copenhagen University, Copenhagen, Denmark",,,
1926,Chemistry,183,The,Svedberg,The (Theodor) Svedberg,male,1884-08-30,Fleräng,Fleräng,Europe,Sweden,Sweden,"Fleräng, Sweden",2/25/71,Örebro,Örebro,Europe,Sweden,Sweden,"Örebro, Sweden",,"Uppsala University, Uppsala, Sweden",,,
1927,Physics,33,Arthur H.,Compton,Arthur Holly Compton,male,1892-09-10,"Wooster, OH","Wooster, OH",North America,USA,USA,"Wooster, OH, USA",3/15/62,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,"University of Chicago, Chicago, IL, USA",,,
1927,Physics,34,C.T.R.,Wilson,Charles Thomson Rees Wilson,male,1869-02-14,Glencorse,Glencorse,Europe,Scotland,Scotland,"Glencorse, Scotland",11/15/59,Carlops,Carlops,Europe,Scotland,Scotland,"Carlops, Scotland",,"University of Cambridge, Cambridge, United Kingdom",,,
1927,Peace,492,Ferdinand,Buisson,Ferdinand Buisson,male,1841-12-20,Paris,Paris,Europe,France,France,"Paris, France",2/16/32,Thieuloy-Saint-Antoine,Thieuloy-Saint-Antoine,Europe,France,France,"Thieuloy-Saint-Antoine, France",,,,,
1927,Chemistry,184,Heinrich,Wieland,Heinrich Otto Wieland,male,1877-06-04,Pforzheim,Pforzheim,Europe,Germany,Germany,"Pforzheim, Germany",8/5/57,Munich,Munich,Europe,West Germany,Germany,"Munich, West Germany (now Germany)",,"Munich University, Munich, Germany",,,
1927,Literature,600,Henri,Bergson,Henri Bergson,male,1859-10-18,Paris,Paris,Europe,France,France,"Paris, France",1/4/41,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1927,Physiology or Medicine,317,Julius,Wagner-Jauregg,Julius Wagner-Jauregg,male,1857-03-07,Wels,Wels,Europe,Austria,Austria,"Wels, Austria",9/27/40,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",,"Vienna University, Vienna, Austria",,,
1927,Peace,493,Ludwig,Quidde,Ludwig Quidde,male,1858-03-23,Bremen,Bremen,Europe,Germany,Germany,"Bremen, Germany",3/4/41,Geneva,Geneva,Europe,Switzerland,Switzerland,"Geneva, Switzerland",,,,,
1928,Chemistry,185,Adolf,Windaus,Adolf Otto Reinhold Windaus,male,1876-12-25,Berlin,Berlin,Europe,Germany,Germany,"Berlin, Germany",6/9/59,Göttingen,Göttingen,Europe,West Germany,Germany,"Göttingen, West Germany (now Germany)",,"Goettingen University, Göttingen, Germany",,,
1928,Physiology or Medicine,318,Charles,Nicolle,Charles Jules Henri Nicolle,male,1866-09-21,Rouen,Rouen,Europe,France,France,"Rouen, France",2/28/36,Tunis,Tunis,Africa,Tunisia,Tunisia,"Tunis, Tunisia",,"Institut Pasteur, Tunis, Tunisia",,,
1928,Physics,35,Owen Willans,Richardson,Owen Willans Richardson,male,1879-04-26,Dewsbury,Dewsbury,Europe,United Kingdom,United Kingdom,"Dewsbury, United Kingdom",2/15/59,Alton,Alton,Europe,United Kingdom,United Kingdom,"Alton, United Kingdom",,"London University, London, United Kingdom",,,
1928,Literature,601,Sigrid,Undset,Sigrid Undset,female,1882-05-20,Kalundborg,Kalundborg,Europe,Denmark,Denmark,"Kalundborg, Denmark",6/10/49,Lillehammer,Lillehammer,Europe,Norway,Norway,"Lillehammer, Norway",,,,,
1929,Chemistry,186,Arthur,Harden,Arthur Harden,male,1865-10-12,Manchester,Manchester,Europe,United Kingdom,United Kingdom,"Manchester, United Kingdom",6/17/40,Bourne,Bourne,Europe,United Kingdom,United Kingdom,"Bourne, United Kingdom",,"London University, London, United Kingdom",,,
1929,Physiology or Medicine,319,Christiaan,Eijkman,Christiaan Eijkman,male,1858-08-11,Nijkerk,Nijkerk,Europe,the Netherlands,the Netherlands,"Nijkerk, the Netherlands",11/5/30,Utrecht,Utrecht,Europe,the Netherlands,the Netherlands,"Utrecht, the Netherlands",,"Utrecht University, Utrecht, the Netherlands",,,
1929,Peace,494,Frank B.,Kellogg,Frank Billings Kellogg,male,1856-12-22,"Potsdam, NY","Potsdam, NY",North America,USA,USA,"Potsdam, NY, USA",12/21/37,"St. Paul, MN","St. Paul, MN",North America,USA,USA,"St. Paul, MN, USA",,,,,
1929,Chemistry,187,Hans,von Euler-Chelpin,Hans Karl August Simon von Euler-Chelpin,male,1873-02-15,Augsburg,Augsburg,Europe,Germany,Germany,"Augsburg, Germany",11/6/64,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,"Stockholm University, Stockholm, Sweden",,,
1929,Physics,36,Louis,de Broglie,Prince Louis-Victor Pierre Raymond de Broglie,male,1892-08-15,Dieppe,Dieppe,Europe,France,France,"Dieppe, France",3/19/87,Paris,Paris,Europe,France,France,"Paris, France",,"Sorbonne University, Institut Henri Poincaré, Paris, France",,,
1929,Physiology or Medicine,320,Sir Frederick,Hopkins,Sir Frederick Gowland Hopkins,male,1861-06-20,Eastbourne,Eastbourne,Europe,United Kingdom,United Kingdom,"Eastbourne, United Kingdom",5/16/47,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1929,Literature,602,Thomas,Mann,Thomas Mann,male,1875-06-06,Lübeck,Lübeck,Europe,Germany,Germany,"Lübeck, Germany",8/12/55,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,,,,
1930,Chemistry,188,Hans,Fischer,Hans Fischer,male,1881-07-27,Hoechst,Hoechst,Europe,Germany,Germany,"Hoechst, Germany",3/31/45,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",,"Technische Hochschule (Institute of Technology), Munich, Germany",,,
1930,Physiology or Medicine,321,Karl,Landsteiner,Karl Landsteiner,male,1868-06-14,Vienna,Vienna,Europe,Austrian Empire,Austria,"Vienna, Austrian Empire (now Austria)",6/26/43,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Rockefeller Institute for Medical Research, New York, NY, USA",,,
1930,Peace,495,Nathan,Söderblom,Lars Olof Jonathan (Nathan) Söderblom,male,1866-01-15,Trönö,Trönö,Europe,Sweden,Sweden,"Trönö, Sweden",7/12/31,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",,,,,
1930,Literature,603,Sinclair,Lewis,Sinclair Lewis,male,1885-02-07,"Sauk Centre, MN","Sauk Centre, MN",North America,USA,USA,"Sauk Centre, MN, USA",1/10/51,Rome,Rome,Europe,Italy,Italy,"Rome, Italy",,,,,
1930,Physics,37,Sir Chandrasekhara Venkata,Raman,Sir Chandrasekhara Venkata Raman,male,1888-11-07,Tiruchirappalli,Tiruchirappalli,Asia,India,India,"Tiruchirappalli, India",11/21/70,Bangalore,Bangalore,Asia,India,India,"Bangalore, India",,"Calcutta University, Calcutta, India",,,
1931,Chemistry,189,Carl,Bosch,Carl Bosch,male,1874-08-27,Cologne,Cologne,Europe,Germany,Germany,"Cologne, Germany",4/26/40,Heidelberg,Heidelberg,Europe,Germany,Germany,"Heidelberg, Germany",,"University of Heidelberg, Heidelberg, Germany","I.G. Farbenindustrie A.G., Heidelberg, Germany",,
1931,Literature,604,Erik Axel,Karlfeldt,Erik Axel Karlfeldt,male,1864-07-20,Karlbo,Karlbo,Europe,Sweden,Sweden,"Karlbo, Sweden",4/8/31,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,
1931,Chemistry,190,Friedrich,Bergius,Friedrich Bergius,male,1884-10-11,"Goldschmieden, near Breslau","Goldschmieden, near Breslau",Europe,Germany,Poland,"Goldschmieden, near Breslau, Germany (now Poland)",3/30/49,Buenos Aires,Buenos Aires,South America,Argentina,Argentina,"Buenos Aires, Argentina",,"University of Heidelberg, Heidelberg, Germany","I.G. Farbenindustrie A.G., Mannheim-Rheinau, Germany",,
1931,Peace,496,Jane,Addams,Jane Addams,female,1860-09-06,"Cedarville, IL","Cedarville, IL",North America,USA,USA,"Cedarville, IL, USA",5/21/35,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,
1931,Peace,497,Nicholas Murray,Butler,Nicholas Murray Butler,male,1862-04-02,"Elizabeth, NJ","Elizabeth, NJ",North America,USA,USA,"Elizabeth, NJ, USA",12/7/47,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Columbia University, New York, NY, USA",,,
1931,Physiology or Medicine,322,Otto,Warburg,Otto Heinrich Warburg,male,1883-10-08,Freiburg im Breisgau,Freiburg im Breisgau,Europe,Germany,Germany,"Freiburg im Breisgau, Germany",8/1/70,West Berlin,West Berlin,Europe,West Germany,Germany,"West Berlin, West Germany (now Germany)",,"Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie, Berlin-Dahlem, Germany",,,
1932,Physiology or Medicine,324,Edgar,Adrian,Edgar Douglas Adrian,male,1889-11-30,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",8/8/77,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1932,Chemistry,191,Irving,Langmuir,Irving Langmuir,male,1881-01-31,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",8/16/57,"Falmouth, MA","Falmouth, MA",North America,USA,USA,"Falmouth, MA, USA",,"General Electric Company, Schenectady, NY, USA",,,
1932,Literature,605,John,Galsworthy,John Galsworthy,male,1867-08-14,Kingston Hill,Kingston Hill,Europe,United Kingdom,United Kingdom,"Kingston Hill, United Kingdom",1/31/33,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
1932,Physiology or Medicine,323,Sir Charles,Sherrington,Sir Charles Scott Sherrington,male,1857-11-27,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",3/4/52,Eastbourne,Eastbourne,Europe,United Kingdom,United Kingdom,"Eastbourne, United Kingdom",,"University of Oxford, Oxford, United Kingdom",,,
1932,Physics,38,Werner,Heisenberg,Werner Karl Heisenberg,male,12/5/01,Würzburg,Würzburg,Europe,Germany,Germany,"Würzburg, Germany",2/1/76,Munich,Munich,Europe,West Germany,Germany,"Munich, West Germany (now Germany)",,"Leipzig University, Leipzig, Germany",,,
1933,Physics,39,Erwin,Schrödinger,Erwin Schrödinger,male,1887-08-12,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",1/4/61,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",,"Berlin University, Berlin, Germany",,,
1933,Literature,606,Ivan,Bunin,Ivan Alekseyevich Bunin,male,1870-10-22,Voronezh,Voronezh,Europe,Russia,Russia,"Voronezh, Russia",11/8/53,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1933,Physics,40,Paul A.M.,Dirac,Paul Adrien Maurice Dirac,male,8/8/02,Bristol,Bristol,Europe,United Kingdom,United Kingdom,"Bristol, United Kingdom",10/20/84,"Tallahassee, FL","Tallahassee, FL",North America,USA,USA,"Tallahassee, FL, USA",,"University of Cambridge, Cambridge, United Kingdom",,,
1933,Peace,498,Sir Norman,Angell,Sir Norman Angell (Ralph Lane),male,1872-12-26,Holbeach,Holbeach,Europe,United Kingdom,United Kingdom,"Holbeach, United Kingdom",10/7/67,Croydon,Croydon,Europe,United Kingdom,United Kingdom,"Croydon, United Kingdom",,,,,
1933,Physiology or Medicine,325,Thomas H.,Morgan,Thomas Hunt Morgan,male,1866-09-25,"Lexington, KY","Lexington, KY",North America,USA,USA,"Lexington, KY, USA",12/4/45,"Pasadena, CA","Pasadena, CA",North America,USA,USA,"Pasadena, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1934,Peace,499,Arthur,Henderson,Arthur Henderson,male,1863-09-13,Glasgow,Glasgow,Europe,Scotland,Scotland,"Glasgow, Scotland",10/20/35,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
1934,Physiology or Medicine,326,George H.,Whipple,George Hoyt Whipple,male,1878-08-28,"Ashland, NH","Ashland, NH",North America,USA,USA,"Ashland, NH, USA",2/1/76,"Rochester, NY","Rochester, NY",North America,USA,USA,"Rochester, NY, USA",,"University of Rochester, Rochester, NY, USA",,,
1934,Physiology or Medicine,327,George R.,Minot,George Richards Minot,male,1885-12-02,"Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",2/25/50,"Brookline, MA","Brookline, MA",North America,USA,USA,"Brookline, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
1934,Chemistry,192,Harold C.,Urey,Harold Clayton Urey,male,1893-04-29,"Walkerton, IN","Walkerton, IN",North America,USA,USA,"Walkerton, IN, USA",1/5/81,"La Jolla, CA","La Jolla, CA",North America,USA,USA,"La Jolla, CA, USA",,"Columbia University, New York, NY, USA",,,
1934,Literature,607,Luigi,Pirandello,Luigi Pirandello,male,1867-06-28,"Agrigento, Sicily","Agrigento, Sicily",Europe,Italy,Italy,"Agrigento, Sicily, Italy",12/10/36,Rome,Rome,Europe,Italy,Italy,"Rome, Italy",,,,,
1934,Physiology or Medicine,328,William P.,Murphy,William Parry Murphy,male,1892-02-06,"Stoughton, WI","Stoughton, WI",North America,USA,USA,"Stoughton, WI, USA",10/9/87,"Brookline, MA","Brookline, MA",North America,USA,USA,"Brookline, MA, USA",,"Harvard University, Cambridge, MA, USA","Peter Brent Brigham Hospital, Boston, MA, USA",,
